timestamp,bid,ask,close
2026-01-01 00:00:00+00:00,98.04873358672737,98.06834529461551,98.05853944067144
2026-01-01 01:00:00+00:00,98.0461295055827,98.06574069260252,98.05593509909261
2026-01-01 02:00:00+00:00,98.2228154169919,98.24246194472808,98.23263868085999
2026-01-01 03:00:00+00:00,98.41148166077312,98.43116592553176,98.42132379315244
2026-01-01 04:00:00+00:00,98.36387292843504,98.38354767049493,98.37371029946499
2026-01-01 05:00:00+00:00,98.33506975568096,98.35473873653018,98.34490424610557
2026-01-01 06:00:00+00:00,98.59622646506487,98.61594768247961,98.60608707377224
2026-01-01 07:00:00+00:00,98.77560804352237,98.7953651408408,98.78548659218158
2026-01-01 08:00:00+00:00,98.75225105195977,98.77200347741271,98.76212726468624
2026-01-01 09:00:00+00:00,98.79661815394215,98.81637945370292,98.80649880382254
2026-01-01 10:00:00+00:00,98.69123689970947,98.71097712111155,98.70110701041051
2026-01-01 11:00:00+00:00,98.60695075632573,98.62667411881326,98.6168124375695
2026-01-01 12:00:00+00:00,98.5990615894586,98.61878337395494,98.60892248170677
2026-01-01 13:00:00+00:00,98.35770717968153,98.37738068846834,98.36754393407493
2026-01-01 14:00:00+00:00,98.01447010604024,98.0340749605469,98.02427253329357
2026-01-01 15:00:00+00:00,97.91120967822897,97.93079387858464,97.9210017784068
2026-01-01 16:00:00+00:00,97.86778761269241,97.88736312776646,97.87757537022944
2026-01-01 17:00:00+00:00,97.8073268476224,97.8268902693341,97.81710855847825
2026-01-01 18:00:00+00:00,97.60559884211669,97.62512191419232,97.6153603781545
2026-01-01 19:00:00+00:00,97.37072591088497,97.39020200367642,97.3804639572807
2026-01-01 20:00:00+00:00,97.69097624796359,97.7105163972281,97.70074632259585
2026-01-01 21:00:00+00:00,97.60989875326486,97.62942268540873,97.61966071933679
2026-01-01 22:00:00+00:00,97.55970775250456,97.57922164544435,97.56946469897446
2026-01-01 23:00:00+00:00,97.40397537765023,97.4234581210001,97.41371674932516
2026-01-02 00:00:00+00:00,97.24512448760133,97.26457545759585,97.25484997259859
2026-01-02 01:00:00+00:00,97.36619529670482,97.38567048328282,97.37593288999382
2026-01-02 02:00:00+00:00,97.1331102089208,97.15253877381907,97.14282449136994
2026-01-02 03:00:00+00:00,97.13770140364628,97.15713088687534,97.1474161452608
2026-01-02 04:00:00+00:00,97.10184504794186,97.12126735918257,97.11155620356222
2026-01-02 05:00:00+00:00,97.00238054028932,97.02178295663902,97.01208174846417
2026-01-02 06:00:00+00:00,96.9287733857514,96.9481610791979,96.93846723247465
2026-01-02 07:00:00+00:00,97.23764895056132,97.25709842529889,97.24737368793011
2026-01-02 08:00:00+00:00,97.18204880661371,97.20148716021039,97.19176798341205
2026-01-02 09:00:00+00:00,97.00524897335431,97.024651963448,97.01495046840115
2026-01-02 10:00:00+00:00,97.21595133205507,97.23539646683496,97.22567389944501
2026-01-02 11:00:00+00:00,96.94805847287674,96.9674500237264,96.95775424830157
2026-01-02 12:00:00+00:00,96.9817637662801,97.0011620588626,96.99146291257135
2026-01-02 13:00:00+00:00,96.61815872682934,96.63748429113113,96.62782150898023
2026-01-02 14:00:00+00:00,96.44249835138764,96.46178878010078,96.45214356574421
2026-01-02 15:00:00+00:00,96.54222330179033,96.56153367748826,96.5518784896393
2026-01-02 16:00:00+00:00,96.54533687996157,96.56464787843741,96.55499237919949
2026-01-02 17:00:00+00:00,96.61880102905019,96.63812672182527,96.62846387543773
2026-01-02 18:00:00+00:00,96.65420497879649,96.67353775306967,96.66387136593308
2026-01-02 19:00:00+00:00,96.54219597774467,96.56150634797724,96.55185116286096
2026-01-02 20:00:00+00:00,96.30687593162688,96.32613923314335,96.31650758238511
2026-01-02 21:00:00+00:00,96.12160891108537,96.14083515549204,96.13122203328871
2026-01-02 22:00:00+00:00,96.1015295766254,96.12075180476354,96.11114069069447
2026-01-02 23:00:00+00:00,96.25991935867671,96.27917326793937,96.26954631330804
2026-01-03 00:00:00+00:00,96.36639068885023,96.38566589450858,96.3760282916794
2026-01-03 01:00:00+00:00,96.0692497080736,96.08846547959236,96.07885759383298
2026-01-03 02:00:00+00:00,96.18136194724994,96.20060014345901,96.19098104535448
2026-01-03 03:00:00+00:00,96.03439970550063,96.05360850632182,96.04400410591123
2026-01-03 04:00:00+00:00,95.90733270012817,95.92651608500668,95.91692439256742
2026-01-03 05:00:00+00:00,96.00771617747554,96.02691964105739,96.01731790926647
2026-01-03 06:00:00+00:00,96.16413836672946,96.1833731178779,96.17375574230368
2026-01-03 07:00:00+00:00,96.35316083999417,96.37243339941811,96.36279711970614
